vuln_group,auto,dist,walk,w,prop
alta,con auto,2115.5653040414663,False,1.48210391383712,Trámites
alta,sin auto,2785.789733356874,False,1.0,Visitar a alguien
baja,con auto,6181.35519627371,False,1.5058778792911116,Buscar o Dejar a alguien
baja,con auto,8416.300039070391,False,1.5058778792911116,Buscar o Dejar a alguien
baja,con auto,585.6773889320383,False,1.48210391383712,De compras
baja,con auto,2407.815880919106,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,565.2692398110502,True,1.48210391383712,Buscar o dejar algo
media,con auto,555.7611132843522,True,1.48210391383712,Buscar o dejar algo
baja,con auto,303.68995194780894,True,1.48210391383712,De compras
baja,con auto,292.2341272956497,True,1.48210391383712,De compras
baja,con auto,2521.6673930965303,False,1.14387994007037,De compras
baja,sin auto,2866.962352195482,False,1.0,Visitar a alguien
baja,sin auto,246.56509821191239,True,1.48210391383712,De compras
baja,sin auto,10271.398078799402,False,1.42042823117339,De salud
baja,sin auto,3040.6970946296283,False,1.14387994007037,De salud
baja,sin auto,1549.9827620009198,True,1.48210391383712,De salud
baja,con auto,6053.524593160583,False,0.817907347175127,Trámites
alta,sin auto,346.6740690565852,True,1.48210391383712,De compras
alta,sin auto,2940.853310909788,False,0.817907347175127,De salud
alta,sin auto,2940.853310909788,False,0.817907347175127,Buscar o dejar algo
baja,con auto,4875.461741053514,False,1.48210391383712,Recreación
baja,con auto,4875.461741053514,False,1.48210391383712,Recreación
baja,con auto,3920.163449363631,False,1.42042823117339,Visitar a alguien
baja,con auto,505.31890070157675,True,1.48210391383712,De compras
baja,con auto,3162.8893294195814,False,1.14387994007037,De compras
baja,con auto,1322.7551738700552,False,1.48210391383712,Comer o Tomar algo
media,sin auto,723.9540630119859,True,1.48210391383712,De compras
media,sin auto,1292.4671239925458,False,1.0,Recreación
baja,con auto,1266.8457203233402,True,1.48210391383712,Comer o Tomar algo
baja,con auto,1846.7016976643115,False,1.0,De compras
baja,con auto,3456.190272003129,False,1.48210391383712,Comer o Tomar algo
baja,con auto,3239.86575378349,False,1.48210391383712,De salud
baja,con auto,7984.8745176427165,False,1.5058778792911116,De compras
baja,con auto,5762.187123505194,False,1.48210391383712,De salud
baja,con auto,5171.564648165606,False,1.48210391383712,De salud
media,con auto,6306641.760032287,True,1.48210391383712,De compras
baja,con auto,1891.946517736842,False,1.14387994007037,De salud
baja,con auto,1884.243913610062,False,1.14387994007037,De compras
baja,con auto,1603.5203268049215,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1458.3327384299382,False,1.48210391383712,Trámites
baja,con auto,1863.7795271910684,False,1.14387994007037,De compras
baja,con auto,1556.9950629262003,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1151.9182477129452,False,1.48210391383712,Trámites
baja,con auto,2186.1113058583187,False,0.817907347175127,De compras
baja,con auto,1539.6380284953545,False,1.12721985301036,De salud
baja,con auto,4165.327089872415,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3306.0573421243107,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,7109.178025911404,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,6509.321509621797,False,1.48210391383712,De compras
baja,con auto,2828.4453701484254,False,1.48210391383712,De compras
baja,sin auto,2638.1435182067426,False,1.48210391383712,Trámites
baja,sin auto,5304.439084389602,False,1.0,De salud
baja,sin auto,3453.6965703431447,False,1.48210391383712,De compras
baja,con auto,1288.0993750483694,False,1.0,Trámites
baja,con auto,5001.734199255295,False,1.0,Trámites
baja,con auto,1172.806036819388,False,1.12721985301036,Trámites
baja,sin auto,4181.169991760679,False,1.0,Buscar o Dejar a alguien
baja,sin auto,4181.169991760679,False,1.0,De salud
baja,sin auto,3170.861591957549,False,1.0,De salud
baja,con auto,1868.1407242563394,False,1.14387994007037,De compras
media,sin auto,6894.3881915044685,False,1.12721985301036,Trámites
media,sin auto,835.3885908104384,True,1.48210391383712,Comer o Tomar algo
media,sin auto,913.3804405074386,True,1.48210391383712,Trámites
media,sin auto,2054.941700055016,False,1.0,Trámites
media,sin auto,3517.6842524592794,False,1.0,Recreación
media,sin auto,3026.2428257866222,False,1.48210391383712,De salud
baja,con auto,7341.954191667166,False,1.48210391383712,De compras
baja,con auto,1185.569885793985,False,1.48210391383712,De compras
baja,con auto,2254.5486558514463,False,1.48210391383712,De compras
baja,con auto,2803.5498145208694,False,1.14387994007037,Recreación
baja,con auto,860.4275196677304,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,5750.9822218143745,True,1.48210391383712,Trámites
baja,con auto,8066.246142357767,False,1.48210391383712,De compras
baja,sin auto,6755.278059786959,False,1.0,Trámites
baja,sin auto,5916.127919720803,False,1.0,Trámites
media,sin auto,1151.32282614391,True,1.48210391383712,Trámites
media,sin auto,1151.32282614391,True,1.48210391383712,Trámites
baja,con auto,887.9790262030756,False,1.48210391383712,De compras
media,con auto,1618.6820210750357,True,1.48210391383712,Buscar o Dejar a alguien
media,con auto,1250.0808864454532,True,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,5923.469309463521,False,1.0,Visitar a alguien
baja,sin auto,802.977560031451,False,1.0,De salud
baja,sin auto,5223.7642745714575,False,0.817907347175127,De salud
baja,sin auto,1225.4958311746975,False,1.0,Trámites
baja,sin auto,363.8374156667542,True,1.48210391383712,De compras
baja,sin auto,19007.02694441256,False,1.0,Visitar a alguien
baja,sin auto,5249.499452328765,False,1.0,Trámites
baja,sin auto,5583.233723001757,False,1.0,De compras
baja,con auto,1614.0884859960436,False,1.0,De compras
baja,con auto,1614.0884859960436,False,1.0,De compras
baja,con auto,2211.1177179200567,False,1.0,De compras
baja,con auto,724.5191461680378,True,1.48210391383712,Buscar o Dejar a alguien
alta,con auto,1715.6981931677444,False,1.48210391383712,Trámites
alta,con auto,2634.4647589987326,False,1.14387994007037,Visitar a alguien
baja,con auto,1002.0414791696811,False,1.48210391383712,De compras
baja,con auto,2634.309575292274,False,1.48210391383712,Visitar a alguien
baja,con auto,6845.182213223148,False,1.12721985301036,Trámites
baja,con auto,9618.19239469695,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1284.6455311193824,False,1.14387994007037,Recreación
baja,con auto,3627.6190560235236,False,1.48210391383712,Visitar a alguien
baja,con auto,4311.17396925293,False,1.48210391383712,Visitar a alguien
baja,con auto,3196.981547589069,False,1.12721985301036,Trámites
baja,con auto,1104.3148615664659,False,1.48210391383712,De compras
baja,con auto,1247.3160576438715,False,1.48210391383712,Trámites
baja,con auto,750.5601924822969,True,1.48210391383712,Recreación
baja,con auto,92981.70947727519,False,1.48210391383712,Visitar a alguien
baja,con auto,92981.70947727519,False,1.48210391383712,Visitar a alguien
baja,con auto,1936.6474989414696,False,1.48210391383712,De compras
baja,con auto,2235.6610077562214,False,1.48210391383712,Trámites
baja,con auto,1936.6474989414696,False,1.48210391383712,De compras
baja,con auto,2236.511792949011,False,1.48210391383712,Trámites
baja,con auto,5115.731506603553,False,1.48210391383712,De salud
baja,sin auto,3065.649852090907,False,1.12721985301036,De compras
baja,sin auto,2688.7097742225733,False,1.0,Trámites
baja,con auto,4606.160470742044,False,1.0,Buscar o dejar algo
baja,con auto,10828.832049110908,False,1.0,Visitar a alguien
baja,con auto,5347.597805560836,False,1.0430735418982884,Buscar o Dejar a alguien
media,con auto,1741.436229553515,False,1.48210391383712,De compras
media,con auto,4623.993076622872,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,6897.168604987484,False,1.48210391383712,De compras
media,con auto,5662.084240048557,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,2514.509383837382,False,1.48210391383712,Comer o Tomar algo
media,con auto,2866.133736364471,False,1.12721985301036,De salud
media,sin auto,703.478317479695,True,1.48210391383712,De compras
baja,sin auto,1070.138690266944,False,1.0,Visitar a alguien
alta,sin auto,10824.224890155241,False,1.0,Visitar a alguien
alta,sin auto,4175.051246410785,False,1.0,De salud
alta,sin auto,443.15481652155154,True,1.48210391383712,Recreación
alta,sin auto,1881.2975287289255,False,1.0,Trámites
alta,sin auto,298.59186616360216,True,1.48210391383712,Trámites
alta,sin auto,701.928777575804,True,1.48210391383712,De salud
alta,sin auto,6303417.3081158325,True,1.48210391383712,De compras
media,sin auto,1236.4451347670315,False,1.48210391383712,Trámites
alta,sin auto,17156.776858144312,False,1.48210391383712,De salud
media,sin auto,1747.513487966545,True,1.48210391383712,De compras
media,sin auto,1747.5447354900712,True,1.48210391383712,De compras
alta,sin auto,289.92515871557265,True,1.48210391383712,De compras
alta,sin auto,7422.463984261308,False,1.0,Visitar a alguien
alta,sin auto,2839.1160295242535,False,1.0,Trámites
media,sin auto,185.01533139597512,True,1.48210391383712,Visitar a alguien
media,sin auto,1323.522499115169,False,1.48210391383712,Trámites
media,sin auto,182.9193197534435,True,1.48210391383712,Visitar a alguien
alta,sin auto,2331.730621535483,False,1.0,De salud
media,sin auto,2472.2297153834634,False,1.48210391383712,De compras
media,sin auto,6649.8813267724,False,1.0,Trámites
media,sin auto,6649.511344314262,False,1.0,De compras
media,sin auto,253.72379790827662,True,1.48210391383712,De compras
media,sin auto,587.9549435330908,True,1.48210391383712,De salud
media,sin auto,1299.4741785141405,True,1.48210391383712,De salud
media,sin auto,173.36514256404024,True,1.48210391383712,De compras
alta,sin auto,6962.022932488803,False,1.0,Visitar a alguien
alta,sin auto,3055.2441602769245,False,1.48210391383712,De salud
media,sin auto,2799.4463745366243,False,1.48210391383712,De salud
alta,con auto,6603.805973005382,False,1.0,De compras
alta,con auto,3844.2171851498665,False,1.0,De salud
alta,con auto,6603.805973005382,False,1.0,De compras
alta,sin auto,195.19758619473245,True,1.48210391383712,De compras
baja,con auto,497.46684876984517,True,1.48210391383712,De compras
alta,sin auto,3449.3484308860784,False,1.48210391383712,De salud
alta,sin auto,4426.221893884925,False,1.0,De compras
alta,sin auto,2763.786469576487,False,0.817907347175127,De salud
media,sin auto,6303856.084839145,True,1.48210391383712,De compras
media,sin auto,1962.5197135255896,True,1.48210391383712,De compras
alta,sin auto,488.2602015463297,True,1.48210391383712,De compras
alta,sin auto,481.3079114912433,True,1.48210391383712,Trámites
alta,sin auto,2176.50899611195,False,1.0,Trámites
alta,sin auto,2249.1879958387203,False,1.0,Trámites
alta,sin auto,979.3943166769259,True,1.48210391383712,De compras
media,sin auto,2880.8718298459585,False,1.0,De salud
alta,sin auto,10635.538065439203,False,1.12721985301036,De salud
alta,sin auto,5259.295622637033,False,1.0,De salud
media,sin auto,1322.6946985699308,True,1.48210391383712,De compras
alta,con auto,6302994.011174683,True,1.48210391383712,De compras
alta,sin auto,138.07132724157466,True,1.48210391383712,De compras
media,con auto,799.6738989904338,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,1897.0496171687234,False,1.48210391383712,De salud
media,sin auto,5458.159913434655,False,0.817907347175127,Trámites
media,sin auto,2262.9183901822444,False,1.0,De compras
media,sin auto,1186.4564427845635,True,1.48210391383712,De compras
media,con auto,973.2252517403152,True,1.48210391383712,Trámites
media,con auto,2134.4738229775885,False,1.0,Trámites
baja,sin auto,1137.3174239637597,True,1.14387994007037,De salud
media,sin auto,9636.800780457515,False,1.0,De salud
media,sin auto,753.0977692172511,True,1.48210391383712,De compras
media,con auto,753.0977692172511,True,1.48210391383712,De compras
alta,sin auto,1802.3338385618242,False,1.0,De salud
alta,sin auto,1802.3338385618242,False,1.0,De salud
alta,sin auto,1187.9269117484669,True,1.48210391383712,Trámites
alta,sin auto,8345.986948265914,False,0.817907347175127,De salud
alta,sin auto,9894.382454566156,False,1.0,De compras
alta,sin auto,11130.880929451407,False,1.12721985301036,Trámites
baja,sin auto,676.0665647700675,True,1.48210391383712,Recreación
baja,sin auto,426.37258249278,False,1.48210391383712,De salud
baja,sin auto,1500.771307228907,False,1.0,De salud
baja,sin auto,12065.336190534643,False,1.48210391383712,Trámites
alta,con auto,1830.2756665663783,False,1.0,Trámites
baja,sin auto,170.62185207718852,True,1.48210391383712,De compras
baja,sin auto,8678.571930560134,False,0.817907347175127,Trámites
baja,sin auto,907.4456616824227,True,1.48210391383712,Trámites
baja,sin auto,776.8684841088372,True,1.48210391383712,De salud
baja,sin auto,596.6111360478029,True,1.48210391383712,Trámites
media,sin auto,3031.647583623311,False,1.12721985301036,Trámites
media,sin auto,263.98771870107896,True,1.48210391383712,De compras
media,sin auto,1814.4222934005916,True,1.48210391383712,De compras
baja,con auto,7048.545755375714,False,1.48210391383712,Trámites
baja,con auto,5299.216176654248,False,1.0,De salud
alta,con auto,11906.655309087186,False,1.12721985301036,Trámites
media,con auto,588.2299720347477,True,1.48210391383712,Trámites
baja,sin auto,106.77914195314551,True,1.48210391383712,De compras
baja,sin auto,1134.479609932044,True,1.48210391383712,Trámites
media,sin auto,11246.84268303394,False,1.12721985301036,Visitar a alguien
baja,sin auto,4598.231348590048,False,1.0,Trámites
alta,sin auto,4386.770404192765,False,1.0,Trámites
baja,con auto,1794.3079513879613,False,1.0,De salud
alta,sin auto,9326.974107027641,False,1.0,Trámites
alta,sin auto,761.8687762512403,False,1.0,Trámites
alta,sin auto,6242.2057800107805,False,1.0,Visitar a alguien
baja,con auto,1818.9122846949115,False,1.48210391383712,De compras
baja,con auto,1818.9122846949115,False,1.48210391383712,De compras
alta,sin auto,10819.627216070181,False,1.12721985301036,Trámites
alta,con auto,4324.360889488649,False,1.48210391383712,Trámites
alta,con auto,472.47702593783595,True,1.48210391383712,De compras
media,con auto,191.45300704415692,False,1.48210391383712,De compras
media,con auto,2112.711206388976,False,1.14387994007037,Buscar o Dejar a alguien
media,con auto,2112.711206388976,False,1.48210391383712,De compras
alta,sin auto,7314.638030456569,False,1.0,Trámites
baja,con auto,11190.50511664353,False,1.0,De salud
baja,con auto,2485.5136920718346,False,1.0,Trámites
alta,sin auto,7584.151979621716,False,1.0,De salud
alta,sin auto,7217.042766802173,False,1.0,De compras
baja,sin auto,545.9125325215226,False,1.48210391383712,De compras
media,sin auto,3944.542026376644,False,1.0,Trámites
baja,sin auto,13655.886617590964,False,1.0,Trámites
baja,con auto,1947.9432031392112,False,1.48210391383712,Trámites
baja,con auto,398.161361418411,True,1.48210391383712,De compras
media,con auto,7751.510256072684,False,1.12721985301036,De salud
media,con auto,265.57720158176227,True,1.48210391383712,De compras
alta,sin auto,9083.698421711366,False,1.0,Buscar o Dejar a alguien
alta,sin auto,9083.698421711366,False,1.0,Trámites
alta,sin auto,12591.827245436074,False,1.0,Trámites
alta,sin auto,6940.702988150881,False,1.0,Trámites
media,sin auto,8032.117823310305,False,1.0,Trámites
baja,con auto,8945.330437754941,False,1.0,De salud
media,sin auto,4292.004150274853,False,1.0,De salud
baja,con auto,1583.0282913735505,True,1.48210391383712,Trámites
alta,sin auto,5454.906459100748,False,1.12721985301036,De compras
baja,sin auto,13061.623413320653,False,1.0,Trámites
alta,sin auto,2940.6552231775763,False,1.0,Trámites
baja,con auto,1465.1844970349512,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,1465.1844970349512,False,1.48210391383712,Buscar o Dejar a alguien
media,sin auto,894.9211344660838,False,1.0430735418982884,De salud
alta,sin auto,151.29333379750247,True,1.48210391383712,De compras
baja,sin auto,1113.6801329271177,True,1.48210391383712,De compras
baja,sin auto,1290.8578607273391,True,1.48210391383712,De compras
alta,sin auto,130.85589640898877,True,1.48210391383712,De compras
media,sin auto,1993.8257805445446,False,1.0,Trámites
baja,sin auto,11125.768831974672,False,1.0,Trámites
baja,con auto,2761.625678948,False,1.48210391383712,Comer o Tomar algo
baja,con auto,1313.6417072993115,False,1.14387994007037,De compras
media,sin auto,7342.880982691778,False,1.0,Trámites
media,con auto,7716.411447932845,False,0.817907347175127,De salud
baja,con auto,38779.74989928347,False,1.48210391383712,Recreación
baja,con auto,38779.74989928347,False,1.48210391383712,Recreación
baja,con auto,4206.05148119944,False,1.12721985301036,Trámites
baja,con auto,3357.335276697317,False,1.48210391383712,Trámites
baja,con auto,2121.509475373976,False,1.48210391383712,De compras
baja,con auto,1095.3433126907062,True,1.48210391383712,Trámites
baja,con auto,6090.661245723345,False,1.48210391383712,Visitar a alguien
media,con auto,5764.637489957629,False,1.5058778792911116,Buscar o Dejar a alguien
media,con auto,5208.940474622845,False,1.5058778792911116,Buscar o Dejar a alguien
media,con auto,1640.2554658235597,False,1.0430735418982884,Buscar o Dejar a alguien
media,con auto,697.9516906634727,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,2186.62057702098,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,2874.507562616432,False,1.14387994007037,Buscar o Dejar a alguien
media,con auto,2785.644784993963,False,1.14387994007037,Buscar o Dejar a alguien
media,con auto,5760.2970695183385,True,1.48210391383712,De compras
baja,con auto,4875.784414856367,False,1.48210391383712,De compras
baja,con auto,6682.07296147685,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,2993.653338731791,False,1.48210391383712,De compras
baja,con auto,1877.0043547249031,False,1.12721985301036,Buscar o dejar algo
baja,con auto,6352.843546704597,False,1.48210391383712,De compras
baja,con auto,1920.6588207341933,False,1.48210391383712,Trámites
baja,con auto,1019.0025266966037,False,1.48210391383712,De compras
baja,sin auto,695.2700127468464,False,1.0430735418982884,De salud
baja,sin auto,695.2700127468464,False,1.0430735418982884,De salud
baja,sin auto,2352.0310340961837,False,1.12721985301036,De compras
baja,sin auto,359.39283787251867,True,1.48210391383712,De compras
baja,con auto,598.837705606661,True,1.48210391383712,Buscar o Dejar a alguien
media,con auto,752.1759710375292,True,1.48210391383712,Trámites
media,con auto,340.22800833595403,True,1.48210391383712,De compras
baja,con auto,544.7515354283662,True,1.48210391383712,Trámites
baja,con auto,3936.131557840134,False,1.0,Trámites
media,sin auto,2484.113934592989,False,1.48210391383712,De salud
media,sin auto,2312.6152538846577,False,1.48210391383712,Trámites
baja,con auto,1779.3713714509015,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,545.6206194340189,False,1.48210391383712,Trámites
baja,con auto,1477.1774605645728,False,1.48210391383712,Trámites
baja,con auto,1561.9559981123227,False,1.48210391383712,Visitar a alguien
baja,con auto,1779.358561567904,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,6817.175147034992,False,1.48210391383712,De compras
baja,sin auto,762.9485521082418,True,1.48210391383712,Trámites
baja,sin auto,1503.6326017270849,False,1.48210391383712,Recreación
baja,con auto,851.2062603483658,True,1.48210391383712,De compras
baja,con auto,851.2062603483658,True,1.48210391383712,De compras
baja,sin auto,173.0293056825924,True,1.48210391383712,De compras
alta,con auto,1162.5395595587543,False,1.0430735418982884,Buscar o Dejar a alguien
alta,con auto,1395.813746753126,False,1.48210391383712,Buscar o Dejar a alguien
alta,con auto,1162.5395595587543,False,1.48210391383712,Buscar o Dejar a alguien
alta,con auto,3036.843426981378,False,1.48210391383712,Buscar o dejar algo
baja,con auto,4261.929230480605,False,1.0,Trámites
baja,con auto,1122.7317846022931,False,1.0,De compras
baja,sin auto,2864.632650560321,False,1.0,Trámites
baja,sin auto,1575.6186362549988,True,1.48210391383712,Comer o Tomar algo
baja,con auto,2975.8086512587215,False,1.48210391383712,Visitar a alguien
alta,con auto,994.3578648940041,False,1.0430735418982884,Buscar o Dejar a alguien
alta,con auto,743.1902935991562,False,1.0430735418982884,Buscar o Dejar a alguien
alta,con auto,134.82269896515942,False,1.0430735418982884,Buscar o Dejar a alguien
alta,con auto,1703.664252072298,True,1.48210391383712,Trámites
alta,con auto,994.3578648940041,False,1.48210391383712,Buscar o Dejar a alguien
alta,con auto,994.3578648940041,False,1.48210391383712,Comer o Tomar algo
alta,con auto,994.3578648940041,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3215.527345607803,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,6972.738343004132,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,5426.589110933888,False,1.48210391383712,Trámites
baja,con auto,5201.948975203909,False,1.48210391383712,Trámites
baja,con auto,249.89949737657037,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3659.5673157460246,False,1.14387994007037,Visitar a alguien
baja,con auto,1542.6809510075511,True,1.48210391383712,Buscar o dejar algo
baja,con auto,1542.6809510075511,True,1.48210391383712,Visitar a alguien
baja,con auto,1603.5603953098398,False,1.48210391383712,Buscar o dejar algo
baja,con auto,1603.5603953098398,False,1.48210391383712,Visitar a alguien
baja,con auto,7677.819470162492,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,6639.788995906139,False,1.48210391383712,Visitar a alguien
baja,con auto,646.8413525367425,True,1.48210391383712,De compras
baja,con auto,677.2919537577573,True,1.48210391383712,Visitar a alguien
baja,con auto,2287.234127522052,False,1.48210391383712,De compras
alta,con auto,5972.157459633516,False,1.48210391383712,De salud
baja,con auto,620.7528978234818,True,1.14387994007037,Trámites
baja,con auto,613.811707692188,True,1.14387994007037,Trámites
baja,con auto,183.82566734969984,True,1.48210391383712,Trámites
baja,con auto,424.8459566879065,False,1.48210391383712,De compras
baja,con auto,1906.3118227679856,False,1.48210391383712,De salud
baja,con auto,7837.635478294777,False,1.48210391383712,Buscar o dejar algo
baja,con auto,3275.9153354682794,False,1.48210391383712,De salud
baja,con auto,3275.9153354682794,False,1.48210391383712,Buscar o Dejar a alguien
baja,sin auto,511.14522535797005,True,1.48210391383712,Recreación
baja,sin auto,2694.2605347481826,False,1.48210391383712,Buscar o Dejar a alguien
baja,sin auto,2694.2605347481826,False,1.48210391383712,De salud
baja,con auto,872.3021136848531,False,1.48210391383712,De compras
baja,con auto,3472.8703996118256,False,1.14387994007037,Recreación
baja,con auto,10825.910620618712,False,1.48210391383712,De compras
baja,con auto,1035.7717651172302,False,1.48210391383712,Visitar a alguien
baja,con auto,19328.76547766631,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,19328.76547766631,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,5265.269514706726,False,1.48210391383712,Trámites
baja,con auto,1653.2028434531446,False,1.0,Trámites
baja,con auto,726.2908934538988,True,1.48210391383712,Trámites
baja,con auto,3565.9683472944976,False,1.48210391383712,Trámites
baja,con auto,2277.0723013608945,False,1.0,Trámites
baja,con auto,1608.5692427710603,False,1.48210391383712,Visitar a alguien
baja,con auto,1299.866859543339,False,1.14387994007037,Visitar a alguien
baja,con auto,2540.3450677962164,False,1.48210391383712,Trámites
baja,con auto,6774.679300816109,False,1.48210391383712,De compras
baja,con auto,7804.339704775739,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,10163.212761174798,False,1.12721985301036,Trámites
media,con auto,549.2665786428868,True,1.48210391383712,Trámites
media,con auto,2026.054355385502,False,1.0,Trámites
media,con auto,4256.639145664834,False,1.12721985301036,Trámites
baja,con auto,2305.8517222577566,False,1.48210391383712,De compras
baja,con auto,9891.805826036012,False,1.12721985301036,Trámites
baja,con auto,1756.6761271290163,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,595.3844485721495,False,1.48210391383712,De compras
baja,con auto,3041.4238353588707,False,1.14387994007037,Buscar o Dejar a alguien
alta,sin auto,814.6057526353239,False,1.14387994007037,Visitar a alguien
baja,sin auto,6309735.486397025,True,1.48210391383712,Trámites
baja,sin auto,622.6050872957612,True,1.48210391383712,Trámites
baja,sin auto,13140.649844841257,False,1.12721985301036,Visitar a alguien
baja,sin auto,2101.414010785729,False,1.48210391383712,Visitar a alguien
baja,con auto,2312.7803960074225,False,1.0,De compras
baja,con auto,754.8898725817975,False,1.12721985301036,De compras
baja,sin auto,1766.597256921923,False,1.12721985301036,Trámites
baja,sin auto,1252.698166474695,True,1.48210391383712,De compras
baja,sin auto,1766.597256921923,False,1.12721985301036,Trámites
baja,sin auto,1408.5076377588443,False,1.0,De compras
baja,sin auto,1892.7697094077669,False,1.0,Trámites
baja,sin auto,5119.374141683636,False,1.14387994007037,Recreación
baja,con auto,9257.853507293146,False,1.48210391383712,Recreación
baja,con auto,5028.523742832141,False,1.48210391383712,Recreación
baja,sin auto,14215.440542329316,False,1.0,Visitar a alguien
baja,sin auto,620.9710263973674,True,1.48210391383712,De compras
baja,con auto,3012.6082352184876,False,1.0430735418982884,Trámites
baja,con auto,1439.0350855830661,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1439.0350855830661,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,3416.485265779594,False,1.12721985301036,De compras
baja,con auto,6472.024730960479,False,1.14387994007037,Visitar a alguien
baja,con auto,6472.024730960479,False,1.14387994007037,Visitar a alguien
baja,sin auto,1759.8817057302638,False,1.12721985301036,Trámites
alta,con auto,528.8538840398759,True,1.48210391383712,Recreación
alta,con auto,3229.147551623532,False,1.12721985301036,De compras
alta,con auto,487.86564812968743,True,1.48210391383712,Trámites
alta,con auto,1921.5309735277656,False,1.12721985301036,Trámites
baja,con auto,2083.550926162848,False,1.48210391383712,Trámites
baja,con auto,524.8490640546694,False,1.14387994007037,Visitar a alguien
baja,con auto,2765.3540015531917,False,1.12721985301036,De salud
baja,con auto,1374.0946166931155,False,1.48210391383712,Trámites
baja,con auto,898.0868554878198,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,378.66153179860044,True,1.48210391383712,De compras
baja,con auto,726.8273583108045,True,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,723.8691180040768,True,1.48210391383712,De compras
baja,con auto,6579.156130585821,False,1.14387994007037,Visitar a alguien
baja,con auto,1884.7985720565905,False,1.48210391383712,De salud
baja,con auto,1184.287232895804,False,1.48210391383712,De salud
baja,con auto,1907.5228294116332,False,1.48210391383712,Buscar o dejar algo
baja,con auto,154.70425729941144,True,1.48210391383712,De compras
baja,con auto,374.39318742341254,False,1.12721985301036,Trámites
baja,con auto,92.19815616377586,False,1.48210391383712,De compras
baja,sin auto,533.6828421230746,True,1.48210391383712,De compras
baja,sin auto,2208.560728882967,False,1.48210391383712,Visitar a alguien
baja,con auto,1066.1873630671405,True,1.48210391383712,Trámites
baja,con auto,1090.3551618194183,True,1.48210391383712,Trámites
baja,con auto,265.77440651095435,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1183.5194337229955,False,1.48210391383712,De salud
baja,con auto,2349.3352658584618,False,1.48210391383712,Trámites
baja,con auto,105.35245903632246,True,1.48210391383712,Trámites
baja,con auto,2349.3352658584618,False,1.48210391383712,Trámites
baja,con auto,105.35245903632246,True,1.48210391383712,Trámites
baja,con auto,271.86728616930446,True,1.48210391383712,De compras
baja,con auto,2349.3352658584618,False,1.48210391383712,Trámites
baja,con auto,105.35245903632246,True,1.48210391383712,Trámites
baja,con auto,378.6691552022194,False,1.0430735418982884,De compras
baja,con auto,648.7449007807787,True,1.48210391383712,Trámites
baja,con auto,5444.1514719926745,False,1.12721985301036,Trámites
baja,con auto,138.3211983256724,True,1.48210391383712,De compras
baja,sin auto,3965.995267510296,False,1.48210391383712,Visitar a alguien
baja,sin auto,2726.3682618850416,False,1.14387994007037,De compras
baja,sin auto,358.0422461107069,True,1.48210391383712,Trámites
alta,con auto,5809.252843322991,False,1.0,Visitar a alguien
baja,sin auto,2089.3162691790467,False,1.48210391383712,De salud
baja,sin auto,3401.233342480342,False,1.0,Visitar a alguien
baja,con auto,1754.1041160660902,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,1754.1041160660902,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3427.061199032498,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3999.8618170711925,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,2487.1261043198156,False,1.12721985301036,Trámites
baja,con auto,222.76949970765747,True,1.48210391383712,De compras
baja,con auto,2487.1261043198156,False,1.12721985301036,Trámites
baja,con auto,222.76949970765747,True,1.48210391383712,De compras
baja,con auto,534.7645738210998,False,1.48210391383712,De compras
