vuln_group,auto,dist,walk,w,prop
baja,con auto,1340.063108136726,False,1.14387994007037,Trámites
baja,con auto,7231.857109346119,False,1.48210391383712,Trámites
baja,con auto,6001.809263997503,False,1.48210391383712,Buscar o dejar algo
baja,con auto,21207.61515373167,False,1.48210391383712,Buscar o dejar algo
baja,con auto,1340.063108136726,False,1.14387994007037,Trámites
baja,sin auto,5325.905653985644,False,1.0,De salud
baja,sin auto,2430.573479943828,False,1.48210391383712,Comer o Tomar algo
baja,sin auto,5325.905653985644,False,1.0,De salud
baja,sin auto,2450.7599636467994,False,1.48210391383712,Comer o Tomar algo
baja,sin auto,5183.9696610116325,False,1.0,De compras
baja,con auto,11408.877267970982,False,1.5058778792911116,Buscar o Dejar a alguien
baja,con auto,743.5004892661891,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1250.4990445224507,False,1.48210391383712,De compras
baja,con auto,2295.3206324311345,False,1.12721985301036,Trámites
baja,con auto,7917.8960470885195,False,1.48210391383712,Buscar o dejar algo
baja,con auto,5808.050335206218,False,1.48210391383712,De salud
baja,con auto,4406.158884807045,False,1.48210391383712,De compras
baja,con auto,8981.5157406754,False,1.12721985301036,De salud
baja,con auto,5808.050335206218,False,1.48210391383712,De salud
baja,con auto,4406.158884807045,False,1.48210391383712,De compras
media,con auto,8220.762780387611,False,0.817907347175127,Trámites
baja,sin auto,11852.323220353323,False,1.0,De compras
baja,con auto,1933.2100258136077,False,1.0430735418982884,Recreación
baja,con auto,3253.012289263839,False,1.48210391383712,Trámites
baja,sin auto,8513.858398005517,False,1.0,Trámites
baja,sin auto,5286.452496712705,False,1.0,Buscar o dejar algo
baja,con auto,8527.804088181567,False,1.48210391383712,De compras
baja,con auto,8807.984205628525,False,1.48210391383712,Trámites
baja,con auto,254.31015950323828,True,1.48210391383712,Recreación
baja,con auto,6678.419590191698,False,1.12721985301036,De salud
baja,con auto,1707.23608896853,False,1.14387994007037,Buscar o Dejar a alguien
baja,sin auto,2019.2465217563208,False,1.0,De compras
baja,sin auto,893.0996502919271,False,1.0,De salud
baja,con auto,1986.4616079165896,True,1.14387994007037,Recreación
baja,con auto,1862.0658431166075,False,1.0,Trámites
baja,con auto,4123.961128651069,False,1.0,Trámites
baja,con auto,50.16621785686559,True,1.48210391383712,De compras
baja,con auto,6151.65205270414,False,1.12721985301036,Trámites
baja,con auto,1991.5793672300792,False,1.12721985301036,Trámites
baja,sin auto,650.7013523883288,True,1.48210391383712,Trámites
baja,sin auto,517.6987852280151,True,1.48210391383712,De compras
baja,con auto,8895.24062882655,False,1.48210391383712,De compras
alta,sin auto,932.024762131652,False,1.0,Trámites
baja,con auto,7466.719380401547,False,1.0,Trámites
baja,con auto,2929.0784606948055,False,1.12721985301036,Trámites
alta,con auto,2165.294440861335,False,1.48210391383712,De salud
alta,con auto,2165.294440861335,False,1.48210391383712,Trámites
alta,con auto,11393.43565546215,False,1.12721985301036,De compras
baja,con auto,2346.225900790259,False,1.48210391383712,De salud
baja,con auto,1609.3950641953174,False,1.14387994007037,De compras
baja,con auto,2346.225900790259,False,1.48210391383712,De salud
baja,con auto,1609.3950641953174,False,1.14387994007037,De compras
baja,con auto,985.6983609548423,False,1.48210391383712,Trámites
baja,con auto,3347.890457530682,False,1.0,Visitar a alguien
baja,con auto,820.30643092993,True,1.48210391383712,De compras
baja,con auto,2577.011353414067,False,1.48210391383712,De compras
baja,con auto,568.0351353913439,True,1.48210391383712,Trámites
baja,con auto,638.4365493446177,True,1.48210391383712,De compras
baja,con auto,755.0505991167496,True,1.48210391383712,De compras
baja,con auto,755.0505991167496,True,1.48210391383712,De compras
baja,con auto,755.0505991167496,True,1.48210391383712,De compras
baja,con auto,755.0505991167496,True,1.48210391383712,De compras
baja,con auto,6310093.6734983055,False,1.48210391383712,Buscar o dejar algo
baja,con auto,5854.500860132233,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,6109.135276067233,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3250.717718977851,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1912.3620724875984,False,1.48210391383712,Recreación
baja,con auto,1906.8892680656793,False,1.48210391383712,Recreación
baja,con auto,3291.626645392252,False,1.48210391383712,De compras
baja,con auto,2343.006610647751,False,1.0,De compras
baja,con auto,3851.17660300577,False,1.0430735418982884,De salud
baja,con auto,917.7110031766877,False,1.48210391383712,Trámites
baja,con auto,2361.756961731893,False,1.48210391383712,Trámites
baja,con auto,3489.411622283413,False,1.48210391383712,De compras
baja,sin auto,2699.104897924495,True,1.48210391383712,Trámites
alta,con auto,1193.269455388875,True,1.48210391383712,De salud
alta,con auto,592.1398768779743,True,1.48210391383712,De compras
baja,con auto,1015.2043590455077,False,1.14387994007037,Visitar a alguien
baja,sin auto,838.9447240432471,True,1.48210391383712,Comer o Tomar algo
baja,sin auto,7602.423775719491,False,1.0,De salud
baja,sin auto,859.2130483762453,True,1.48210391383712,Trámites
baja,sin auto,6722.601305484359,False,1.0,De compras
baja,con auto,5926.654002061893,False,1.0,De salud
baja,con auto,5997.951525638253,False,1.0,De compras
baja,con auto,249.15886819770733,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,358.7438710822284,False,1.48210391383712,De compras
baja,con auto,733.1130280618825,True,1.48210391383712,De compras
baja,sin auto,4099.1629586921845,False,1.48210391383712,De salud
baja,sin auto,3090.411179566412,False,1.48210391383712,De salud
baja,con auto,6176.106673431213,False,1.0430735418982884,Buscar o Dejar a alguien
baja,sin auto,1893.9062809380412,True,1.14387994007037,De salud
baja,sin auto,597.1438211721381,True,1.48210391383712,Trámites
baja,sin auto,3414.277542998665,False,0.817907347175127,De salud
baja,con auto,1733.9094941169976,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,9343.646130066478,False,1.0430735418982884,Trámites
baja,con auto,1599.378522184965,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,530.2674084026497,True,1.14387994007037,Trámites
baja,con auto,19769.296985422916,False,1.12721985301036,Visitar a alguien
baja,sin auto,5703.068217611162,False,1.0,De salud
baja,con auto,270.58221551233277,False,1.48210391383712,Trámites
baja,con auto,1385.5978529704244,False,1.48210391383712,De compras
baja,con auto,3507.352369042067,False,1.48210391383712,Visitar a alguien
baja,con auto,3490.0589178407863,False,1.48210391383712,Visitar a alguien
baja,con auto,5152.215264224336,False,1.48210391383712,De compras
baja,con auto,4716.395300322721,False,1.48210391383712,Visitar a alguien
alta,sin auto,25673.495999111736,False,1.12721985301036,Visitar a alguien
baja,con auto,3473.9151009928623,False,1.48210391383712,Comer o Tomar algo
baja,con auto,2519.8766369854297,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,7039.877807735839,False,1.48210391383712,Trámites
baja,con auto,4664.61018947206,False,1.12721985301036,De salud
baja,con auto,10129.041026966795,False,1.48210391383712,De salud
baja,con auto,8847.280968310351,False,1.0,De compras
baja,con auto,8471.51533840943,False,1.0,De compras
baja,sin auto,3726.1485416045293,False,1.0,De salud
baja,con auto,10721.198252514807,False,1.0,Visitar a alguien
baja,con auto,3960.6231567821574,False,1.48210391383712,Trámites
baja,con auto,3960.6231567821574,False,1.48210391383712,De salud
baja,con auto,1998.7501651422697,False,1.14387994007037,Visitar a alguien
baja,con auto,1992.1836718100474,False,1.14387994007037,Visitar a alguien
baja,con auto,1752.8957158442142,False,1.0430735418982884,De salud
baja,con auto,8102.592069825557,False,1.48210391383712,De compras
baja,con auto,1752.8957158442142,False,1.0430735418982884,De salud
baja,con auto,8102.358399008067,False,1.48210391383712,De compras
baja,con auto,113.07077429645558,True,1.48210391383712,De compras
baja,con auto,4417.281363081256,False,1.0430735418982884,Trámites
baja,con auto,191.9385074053667,True,1.48210391383712,De compras
baja,con auto,4417.281363081256,False,1.0430735418982884,Trámites
baja,con auto,191.9385074053667,True,1.48210391383712,De compras
baja,con auto,4372.797981667637,False,1.0,De salud
baja,con auto,3294.511971279851,False,1.48210391383712,De salud
baja,con auto,3219.1063686215775,False,1.48210391383712,Trámites
baja,con auto,782.0900889453609,False,1.48210391383712,De compras
baja,con auto,4372.797981667637,False,1.0,De salud
baja,con auto,3294.511971279851,False,1.48210391383712,De salud
baja,con auto,3219.1063686215775,False,1.48210391383712,Trámites
baja,con auto,782.0900889453609,False,1.48210391383712,De compras
baja,con auto,844.564865774086,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,180.6298442256982,True,1.48210391383712,De compras
media,con auto,786.6282873759371,False,1.12721985301036,De compras
baja,con auto,246262.37605155128,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,3640.7113167074317,False,1.48210391383712,Trámites
baja,con auto,885.0669819284866,False,1.48210391383712,Trámites
baja,con auto,3991.0659781067966,False,1.48210391383712,De compras
baja,con auto,3708.133303652425,False,1.12721985301036,De compras
baja,con auto,2499.9390617573063,False,1.14387994007037,Visitar a alguien
baja,con auto,3839.14453565179,False,1.48210391383712,De compras
baja,con auto,2499.9390617573063,False,1.14387994007037,Visitar a alguien
baja,con auto,667.7099630277824,False,1.0430735418982884,De salud
baja,con auto,1323.259932007408,False,1.48210391383712,De salud
baja,con auto,2357.4794082146827,False,1.48210391383712,Trámites
baja,con auto,1156.9911560406372,False,1.48210391383712,Trámites
baja,con auto,294.5263212452327,False,1.48210391383712,Visitar a alguien
baja,con auto,1323.259932007408,False,1.48210391383712,De compras
baja,con auto,12725.597319331971,False,1.12721985301036,De salud
baja,con auto,1052.9504399098041,False,1.48210391383712,De compras
baja,sin auto,5176.260403575636,False,1.0,Trámites
baja,sin auto,5406.549413674123,False,1.12721985301036,Trámites
baja,sin auto,2129.9673422158967,False,1.0,Trámites
baja,con auto,649.9440480726014,True,1.14387994007037,Visitar a alguien
baja,con auto,1586.5359720551564,True,1.14387994007037,Trámites
media,sin auto,149.485422705903,False,1.0,De compras
baja,con auto,3369.877121420982,False,1.48210391383712,De compras
baja,con auto,3404.319427671998,False,1.48210391383712,De compras
baja,con auto,3417.626298416051,False,1.48210391383712,De compras
baja,con auto,12154.218532699872,False,1.12721985301036,Visitar a alguien
baja,con auto,2178.1313602848313,False,1.48210391383712,De compras
baja,con auto,830.4774605610919,False,1.14387994007037,Trámites
baja,con auto,9844.987547605126,False,1.12721985301036,De compras
baja,con auto,345.71071637145195,True,1.48210391383712,De compras
baja,sin auto,934.0714975311045,False,1.0,De salud
baja,sin auto,8369.48552272116,False,1.0,De salud
baja,con auto,830.9734337848894,True,1.14387994007037,Visitar a alguien
baja,con auto,1757.5076705135778,False,1.05276355601825,Recreación
baja,con auto,184.69303344079466,True,1.48210391383712,De compras
baja,con auto,2025.578708058283,False,1.12721985301036,De compras
baja,con auto,4148.19197248934,False,1.48210391383712,De salud
baja,con auto,1935.41838404234,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1475.8337503896103,False,1.48210391383712,De compras
baja,con auto,2582.6848433364844,False,1.14387994007037,Trámites
baja,con auto,2075.1571064865334,False,1.14387994007037,De compras
baja,sin auto,3597.515280897228,False,1.48210391383712,De salud
baja,con auto,3567.5909375454257,False,1.14387994007037,Visitar a alguien
baja,con auto,6551.286474628952,False,1.0,Trámites
media,con auto,3497.0720096424952,False,1.14387994007037,Visitar a alguien
baja,con auto,1670.6586676485003,False,1.48210391383712,Trámites
baja,con auto,1861.4475056810627,False,1.48210391383712,Trámites
baja,con auto,2677.9341041941734,False,1.48210391383712,De compras
baja,con auto,730.7706127620093,False,1.14387994007037,De compras
media,con auto,6863.914035783447,False,1.48210391383712,De salud
baja,con auto,792.5450949561562,False,1.48210391383712,De compras
baja,con auto,311.0595693176188,True,1.48210391383712,De compras
baja,con auto,2235.874329121608,False,1.14387994007037,De compras
baja,con auto,1296.4773611026003,True,1.48210391383712,De compras
baja,con auto,7835.63522479043,False,1.48210391383712,De salud
baja,con auto,4241.408460351238,False,1.48210391383712,Comer o Tomar algo
baja,con auto,2042.1144528347481,False,1.14387994007037,De compras
baja,con auto,1314.8467487339542,False,1.48210391383712,De salud
baja,con auto,3156.7415582567096,False,1.48210391383712,De compras
baja,con auto,7670.059665062912,False,1.12721985301036,Visitar a alguien
baja,con auto,3380.0585171120283,False,1.14387994007037,Visitar a alguien
baja,con auto,4593.272594665621,False,1.48210391383712,Buscar o Dejar a alguien
alta,con auto,419.43667695679943,False,1.14387994007037,De compras
baja,con auto,4416.203631585052,False,1.48210391383712,De salud
baja,con auto,1860.4218954060527,False,1.48210391383712,Trámites
baja,con auto,2537.0929047290647,False,1.48210391383712,De compras
baja,con auto,4416.203631585052,False,1.48210391383712,De salud
baja,sin auto,2411.262224567249,False,1.48210391383712,De compras
baja,sin auto,2544.613947266854,False,1.12721985301036,Trámites
baja,con auto,2081.988727755268,False,1.48210391383712,De compras
baja,con auto,4091.0426815979627,False,1.48210391383712,Recreación
baja,con auto,5568.61694145189,False,1.5058778792911116,Trámites
baja,con auto,5247.342221603714,False,1.48210391383712,Comer o Tomar algo
baja,con auto,2495.887094927373,False,1.12721985301036,De compras
baja,con auto,1587.45960701564,False,1.12721985301036,Trámites
baja,con auto,7257.2241987752495,False,1.0,Visitar a alguien
baja,con auto,5281.200056346687,False,1.14387994007037,De compras
baja,con auto,9742.250815602192,False,1.0,Trámites
baja,con auto,9742.250815602192,False,1.0,Trámites
baja,sin auto,926.4073099378319,True,1.48210391383712,De compras
baja,con auto,6648.743182749372,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,6180.427649496762,False,1.0,Trámites
baja,con auto,2197.5033616388537,False,1.48210391383712,Comer o Tomar algo
baja,sin auto,14078.38805483981,False,1.12721985301036,De compras
baja,con auto,516.4987937122893,True,1.14387994007037,Recreación
baja,con auto,9283.687373560142,False,1.0,Recreación
baja,con auto,5010.623611154229,False,1.48210391383712,Visitar a alguien
baja,sin auto,4211.657837854835,False,1.48210391383712,De salud
baja,con auto,10458.642877909937,False,1.12721985301036,Trámites
baja,con auto,2102.1185855825456,False,1.48210391383712,De compras
baja,con auto,1658.339494466151,False,1.0,Trámites
baja,con auto,541.7747537391,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,2047.6658951508819,False,1.14387994007037,De compras
baja,con auto,2046.379134832195,False,1.14387994007037,De compras
baja,con auto,7502.653853452561,False,1.14387994007037,Visitar a alguien
baja,con auto,2468.8828035878014,False,1.0,De salud
baja,con auto,1489.9182142507857,False,1.0,De compras
baja,con auto,2468.8828035878014,False,1.0,De salud
baja,con auto,1489.9182142507857,False,1.0,De compras
media,con auto,192.49025949382477,False,1.48210391383712,De compras
alta,sin auto,1958.7604857728268,False,1.0,De compras
baja,con auto,2255.4230689000597,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1943.5609195112877,False,1.48210391383712,De compras
baja,con auto,326.7754927411938,False,1.48210391383712,De compras
media,sin auto,2824.5963677355744,False,1.0,Trámites
media,sin auto,1373.456520061702,True,1.48210391383712,Trámites
media,sin auto,8586.725802073803,False,1.0,De salud
media,sin auto,8586.725802073803,False,1.0,Buscar o Dejar a alguien
baja,con auto,1852.0585263852354,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,2267.4796910698146,False,1.48210391383712,De compras
baja,con auto,2075.3669715031724,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,1626.4713831347449,False,1.48210391383712,De compras
media,con auto,500.4912742745871,False,1.48210391383712,Visitar a alguien
media,con auto,500.4912742745871,False,1.48210391383712,Visitar a alguien
baja,sin auto,5385.330506574231,False,1.12721985301036,Trámites
baja,sin auto,3281.9400512501747,False,1.12721985301036,Trámites
baja,con auto,1985.3839088763161,False,1.48210391383712,De compras
baja,con auto,812.6624362867786,False,1.48210391383712,De compras
baja,con auto,11750.491745029227,False,1.48210391383712,Trámites
baja,con auto,11750.491745029227,False,1.48210391383712,Trámites
baja,con auto,5804.196526342492,False,1.48210391383712,De salud
baja,con auto,6520.746315846446,False,0.817907347175127,Trámites
baja,con auto,3505.282316470966,False,1.48210391383712,De salud
baja,con auto,1596.1302531924673,False,1.48210391383712,Trámites
baja,sin auto,1134.3923556695727,True,1.48210391383712,De compras
baja,con auto,12820.562353331623,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,24879.09189970378,False,1.48210391383712,Trámites
baja,con auto,691.9842845036295,False,1.48210391383712,De compras
baja,con auto,4818.0080492357,False,1.48210391383712,Trámites
baja,con auto,24878.35863286855,False,1.48210391383712,Trámites
baja,con auto,715.7228863184409,True,1.48210391383712,Trámites
baja,sin auto,2674.744486190457,False,1.0,Visitar a alguien
baja,sin auto,6311432.755035745,False,1.0,Visitar a alguien
baja,con auto,8190.471549080008,False,1.12721985301036,Trámites
baja,con auto,392.05793302975326,True,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,1527.6334549414169,False,1.14387994007037,Visitar a alguien
baja,con auto,1718.0918401788254,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,1527.6334549414169,False,1.14387994007037,Visitar a alguien
baja,con auto,1718.0918401788254,False,1.14387994007037,Visitar a alguien
media,con auto,3306.5656845096187,False,1.0,Trámites
media,con auto,3660.7861755163417,False,1.0,Trámites
media,con auto,1681.7685085665773,False,1.0,Recreación
baja,con auto,315.6710130445342,False,1.48210391383712,De compras
baja,con auto,2174.752308319056,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,2089.3312198617677,False,1.14387994007037,De compras
baja,con auto,2089.3312198617677,False,1.14387994007037,De compras
baja,sin auto,554.223479328567,True,1.48210391383712,Visitar a alguien
baja,con auto,700.5694175376645,True,1.48210391383712,De compras
baja,con auto,1672.0678264969547,True,1.48210391383712,De salud
baja,con auto,5065.167220312333,False,1.48210391383712,De compras
baja,con auto,1216.7051856506007,False,1.48210391383712,Recreación
baja,con auto,204.28213677717883,True,1.48210391383712,De compras
baja,con auto,13300.610776036752,False,1.12721985301036,De salud
baja,con auto,8927.533138032257,False,1.0,De salud
baja,con auto,4439.637011947211,False,1.0,De salud
baja,con auto,3602.9860750808575,False,1.12721985301036,De compras
baja,sin auto,3415.5878098672947,False,1.0,De salud
baja,sin auto,532.9317498517047,True,1.48210391383712,De compras
baja,con auto,1280.6854609934478,True,1.48210391383712,De compras
baja,con auto,7969.0695592788625,False,1.0,De salud
baja,con auto,5949.80125751325,False,1.12721985301036,Buscar o dejar algo
baja,con auto,1582.685349347451,False,1.0,Trámites
baja,con auto,2287.784258294475,False,1.0,Trámites
baja,con auto,2585.0097316064403,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,2585.0097316064403,False,1.48210391383712,Buscar o Dejar a alguien
media,sin auto,776.5509386714838,True,1.48210391383712,Trámites
media,sin auto,4093.1995588910945,False,1.05276355601825,De salud
media,con auto,96.62104313534655,True,1.48210391383712,De compras
media,con auto,9110.284196533144,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,5781.498040709394,False,1.48210391383712,Buscar o Dejar a alguien
media,con auto,5781.498040709394,False,1.48210391383712,Buscar o Dejar a alguien
baja,sin auto,4995.549097462285,False,1.48210391383712,Recreación
baja,con auto,1444.2212464816678,True,1.48210391383712,De compras
baja,con auto,9667.086773760038,False,1.48210391383712,De compras
baja,con auto,7856.793416530631,False,1.0,De salud
baja,con auto,1707.0326252854873,False,1.48210391383712,Trámites
baja,con auto,5072.076222999223,False,1.12721985301036,Trámites
baja,con auto,713.7540307460617,False,1.48210391383712,De compras
baja,con auto,621.7853900575846,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,984.3139351099132,False,1.48210391383712,Trámites
baja,con auto,10659.829396647256,False,1.12721985301036,De salud
baja,con auto,847.5177502058954,False,1.48210391383712,De compras
baja,con auto,15991.055216052866,False,1.14387994007037,Recreación
baja,con auto,5247.946229612709,False,1.48210391383712,De compras
alta,sin auto,6584.8372254108335,False,1.0,Trámites
baja,sin auto,1703.3336844626187,False,1.12721985301036,De compras
baja,sin auto,2376.5657324517792,False,1.48210391383712,De compras
baja,con auto,1457.1273755154566,False,1.48210391383712,De compras
baja,con auto,3355.322940516494,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,566.0291382531137,False,1.48210391383712,De compras
baja,con auto,3981.000887025774,False,1.48210391383712,De salud
baja,con auto,3181.868768562205,False,1.48210391383712,De compras
baja,con auto,762.5538563203668,False,1.14387994007037,Visitar a alguien
baja,con auto,2296.5411732323814,False,1.14387994007037,Buscar o Dejar a alguien
baja,con auto,3162.3802239237557,False,1.14387994007037,Buscar o dejar algo
baja,sin auto,6321395.376699697,False,1.0,De salud
baja,sin auto,14225.37075966739,False,1.12721985301036,De salud
baja,con auto,6976.223279826987,False,1.48210391383712,De compras
baja,con auto,13485.584116850714,False,1.0430735418982884,De compras
alta,sin auto,646.2115075577036,True,1.48210391383712,De salud
baja,con auto,11767.045223089208,False,1.48210391383712,Visitar a alguien
baja,con auto,7712.968777348418,False,1.48210391383712,De compras
alta,con auto,460.88832470736605,False,1.0,Trámites
baja,con auto,2182.3171395689146,False,1.48210391383712,De compras
baja,con auto,7718.731807923906,False,1.48210391383712,Trámites
baja,con auto,9087.566230845308,False,1.48210391383712,De compras
baja,con auto,2188.195740251829,False,1.48210391383712,De compras
baja,con auto,7725.606867596633,False,1.48210391383712,Trámites
baja,con auto,9096.246368695167,False,1.48210391383712,De compras
baja,con auto,363.98808923035176,False,1.48210391383712,Recreación
alta,sin auto,1663.0171731416553,False,1.0,Trámites
baja,con auto,2188.639717381552,False,1.48210391383712,De compras
baja,con auto,3867.904737149567,False,1.48210391383712,De salud
baja,con auto,3245.6225351425264,False,1.48210391383712,De compras
baja,con auto,924.311429207744,False,1.48210391383712,De compras
baja,con auto,2674.927518184196,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,4337.887866303715,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,5430.171640735822,False,1.0430735418982884,Buscar o Dejar a alguien
baja,con auto,3303.737199801395,False,1.0430735418982884,De compras
baja,con auto,3539.5417761839685,False,1.48210391383712,Buscar o Dejar a alguien
baja,con auto,10609.333046723015,False,1.48210391383712,Trámites
baja,con auto,10609.333046723015,False,1.48210391383712,Trámites
baja,con auto,48254.29683365158,False,1.12721985301036,Recreación
baja,con auto,6318603.54161924,False,1.48210391383712,Visitar a alguien
baja,con auto,328.7128365401175,False,1.0430735418982884,Buscar o Dejar a alguien
alta,sin auto,1782.2310283676925,False,1.0,Trámites
alta,sin auto,732.706093687341,True,1.48210391383712,De compras
alta,con auto,76.02631123499285,True,1.48210391383712,Visitar a alguien
alta,con auto,77.15244649393821,True,1.48210391383712,Visitar a alguien
media,sin auto,507.68695852027014,False,1.48210391383712,Trámites
media,sin auto,5473.172903699377,False,1.0,De compras
alta,sin auto,1738.4333714336199,False,1.14387994007037,Visitar a alguien
alta,sin auto,3722.123781698973,False,1.48210391383712,Trámites
alta,sin auto,3722.123781698973,False,1.48210391383712,Trámites
alta,sin auto,2088.2301866652538,False,1.0,De compras
alta,sin auto,2001.290948841288,False,1.48210391383712,Trámites
alta,sin auto,4700.20146686305,False,1.0,Visitar a alguien
media,sin auto,1062.9567662487796,False,1.0,De salud
media,sin auto,10565.94478738177,False,1.0,Trámites
alta,sin auto,6946.75782767805,False,1.0,Trámites
media,sin auto,2045.2754246066713,False,1.48210391383712,De compras
media,sin auto,382.13024535367845,True,1.48210391383712,De salud
alta,sin auto,5754.737345018993,False,1.0,De salud
alta,sin auto,5754.737345018993,False,1.0,De salud
alta,sin auto,5754.737345018993,False,1.0,De salud
alta,sin auto,5592.998422361575,False,1.0,De compras
alta,sin auto,7324.064634178551,False,1.12721985301036,Buscar o Dejar a alguien
baja,sin auto,290.66303514551004,True,1.48210391383712,De compras
media,sin auto,1295.181346270306,True,1.48210391383712,De salud
alta,con auto,4291.7939159052785,False,1.0,De salud
alta,sin auto,6819.292979713077,False,0.817907347175127,De salud
alta,con auto,10132.22734070792,False,0.817907347175127,De salud
alta,sin auto,6300248.403981545,True,1.48210391383712,De compras
alta,sin auto,2479.7418157252278,False,1.12721985301036,Trámites
alta,sin auto,2411.5348621990856,False,1.12721985301036,Trámites
alta,sin auto,1467.7904954306532,True,1.48210391383712,De compras
alta,sin auto,6471.531293685927,False,1.0,De compras
alta,sin auto,4854.715198665752,False,1.0430735418982884,De salud
media,con auto,4467.447044751202,False,1.48210391383712,De compras
alta,sin auto,10024.601822721019,False,0.817907347175127,De salud
alta,sin auto,4716.688401573615,False,1.42042823117339,De salud
alta,sin auto,4716.688401573615,False,1.0,De salud
alta,sin auto,1825.513074549608,True,1.48210391383712,De compras
media,sin auto,671.872547233895,True,1.48210391383712,De compras
media,sin auto,5291.187687978387,False,1.0,De salud
media,sin auto,795.546923334232,False,1.48210391383712,Trámites
media,sin auto,6299719.494202845,True,1.48210391383712,De compras
media,sin auto,1215.6365266966366,True,1.48210391383712,De compras
alta,con auto,2643.11205068949,False,1.48210391383712,Trámites
alta,con auto,887.9259106769903,True,1.14387994007037,De salud
media,sin auto,2904.6101401747965,False,1.0,Visitar a alguien
alta,sin auto,1497.9577324357529,False,1.0,Trámites
alta,sin auto,3411.2287938203535,False,0.817907347175127,Trámites
baja,sin auto,12374.034590854515,False,1.0,De compras
baja,sin auto,1072.2373371724016,True,1.48210391383712,De compras
baja,sin auto,212.65789170931325,True,1.48210391383712,Recreación
baja,sin auto,539.8799056271681,True,1.48210391383712,De compras
baja,sin auto,539.8799056271681,True,1.48210391383712,De compras
media,con auto,608.5172585114165,True,1.48210391383712,Trámites
baja,sin auto,294.1568459172759,True,1.48210391383712,De compras
baja,sin auto,334.8689634114365,True,1.48210391383712,De compras
alta,sin auto,5601.446976929405,False,1.12721985301036,De compras
alta,sin auto,864.875950732965,False,1.0,De salud
alta,sin auto,7833.250903849324,False,1.12721985301036,Visitar a alguien
baja,sin auto,156.15735065651728,True,1.48210391383712,De salud
media,sin auto,842.5938583660873,False,1.0,Buscar o Dejar a alguien
media,sin auto,634.0792537214886,True,1.48210391383712,Trámites
media,sin auto,842.8177650929351,True,1.48210391383712,Buscar o Dejar a alguien
media,sin auto,791.1329124466065,False,1.0,Trámites
media,sin auto,3084.417789090228,False,1.0,Trámites
baja,sin auto,1242.104163871231,True,1.48210391383712,De compras
media,con auto,1245.7546599758568,False,1.0,Trámites
media,con auto,7379.019273485912,False,0.817907347175127,Trámites
media,con auto,423.0532447004307,True,1.48210391383712,Buscar o dejar algo
media,con auto,432.04566205617954,True,1.48210391383712,Buscar o Dejar a alguien
alta,sin auto,5375.528070353298,False,1.0,Recreación
baja,sin auto,491.11128070841795,True,1.48210391383712,De compras
baja,sin auto,491.11128070841795,True,1.48210391383712,De compras
media,sin auto,3782.889039524099,False,1.05276355601825,De salud
media,sin auto,5205.717207131502,False,1.42042823117339,Trámites
media,sin auto,2683.371562308554,False,1.48210391383712,Trámites
media,sin auto,6306618.526794146,True,1.14387994007037,Trámites
media,sin auto,6306618.526794146,True,1.48210391383712,Trámites
alta,sin auto,1725.8131012225983,False,1.0,Trámites
alta,sin auto,1579.1062744402489,False,1.0,De compras
alta,sin auto,1370.1627697558417,False,1.0,Trámites
media,sin auto,2787.8994782768914,False,1.0,Visitar a alguien
baja,sin auto,3972.017301247094,False,0.817907347175127,Trámites
baja,sin auto,6616.937944821985,False,1.12721985301036,De salud
alta,sin auto,7047.933498177076,False,1.12721985301036,Trámites
baja,con auto,4577.2572846629455,False,1.48210391383712,Buscar o Dejar a alguien
alta,sin auto,1906.3226379603218,False,1.12721985301036,Recreación
media,sin auto,761.2986084901656,True,1.48210391383712,De compras
media,sin auto,761.2986084901656,True,1.48210391383712,De compras
baja,sin auto,1281.523025788066,False,1.48210391383712,De salud
baja,sin auto,1080.4706010468599,False,1.12721985301036,Trámites
baja,sin auto,1982.0177201942627,False,1.12721985301036,De compras
